2025-11-15 04:01:20,353 - __main__ - INFO - Starting keyframe extraction system in supervision mode
2025-11-15 04:01:20,353 - __main__ - INFO - Using device: cuda:0
2025-11-15 04:01:20,353 - __main__ - INFO - Cache directory: .cache
2025-11-15 04:01:20,353 - __main__ - INFO - ============================================================
2025-11-15 04:01:20,353 - __main__ - INFO - STEP 1: GENERATING TEACHER SUPERVISION
2025-11-15 04:01:20,353 - __main__ - INFO - ============================================================
2025-11-15 04:01:20,353 - __main__ - INFO - Starting teacher supervision generation...
2025-11-15 04:01:20,353 - keyframe_extraction.teacher_model - INFO - Loading teacher model from /data/share/qwen/Qwen2.5-VL-7B-Instruct
2025-11-15 04:01:30,631 - keyframe_extraction.teacher_model - INFO - Teacher model loaded successfully
2025-11-15 04:01:30,809 - keyframe_extraction.frame_scoring - INFO - Loaded 31527 samples from beauty domain
2025-11-15 04:01:30,809 - keyframe_extraction.frame_scoring - INFO - Limited to 5 samples for prototyping
2025-11-15 04:01:30,994 - keyframe_extraction.frame_scoring - INFO - Loaded 32824 samples from sports domain
2025-11-15 04:01:30,994 - keyframe_extraction.frame_scoring - INFO - Limited to 5 samples for prototyping
2025-11-15 04:01:30,998 - keyframe_extraction.frame_scoring - INFO - Loaded total 9 videos from 2 domains
2025-11-15 04:01:31,002 - __main__ - INFO - Loaded 9 videos for supervision generation
2025-11-15 04:01:31,003 - keyframe_extraction.frame_scoring - INFO - Computing frame importance scores for https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ab1b0dd9-52c7-5cc0-a58e-c1852fe65ff8/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4
2025-11-15 04:01:31,026 - keyframe_extraction.video_loader - INFO - Loaded cached frames for https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ab1b0dd9-52c7-5cc0-a58e-c1852fe65ff8/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4
2025-11-15 04:01:31,244 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpyn5g9k3w.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 06:42:27,399 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmphh6ca_dk.mp4', total_frames=16, video_fps=2.0, time=0.021s
2025-11-15 06:42:32,189 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpbuciko2h.mp4', total_frames=17, video_fps=2.0, time=0.025s
2025-11-15 06:42:37,303 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpwt_axthr.mp4', total_frames=16, video_fps=2.0, time=0.018s
2025-11-15 06:42:46,239 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpvrt3t5v_.mp4', total_frames=17, video_fps=2.0, time=0.025s
2025-11-15 06:42:51,039 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpq8s008pn.mp4', total_frames=16, video_fps=2.0, time=0.019s
2025-11-15 06:42:57,033 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzi54z5ed.mp4', total_frames=17, video_fps=2.0, time=0.018s
2025-11-15 06:43:03,227 - keyframe_extraction.frame_scoring - INFO - Computed importance scores for 32 frames
2025-11-15 06:43:03,227 - keyframe_extraction.frame_scoring - INFO - Computing frame importance scores for https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/fbd89aaf-e4a9-5717-8f09-987e35d9c8ed/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4
2025-11-15 06:43:04,606 - keyframe_extraction.video_loader - INFO - Video downloaded to .cache/8561c32cb8562e3c12a437d79e2f00a4.mp4
2025-11-15 06:43:05,075 - keyframe_extraction.video_loader - INFO - Extracted 48 frames from .cache/8561c32cb8562e3c12a437d79e2f00a4.mp4
2025-11-15 06:43:05,269 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpz5qlukvb.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 06:43:19,172 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6mtpo0t9.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:43:32,007 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprrmjc_ve.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:43:48,772 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8inftr_i.mp4', total_frames=17, video_fps=2.0, time=0.044s
2025-11-15 06:44:01,570 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpnqe9x0fq.mp4', total_frames=16, video_fps=2.0, time=0.055s
2025-11-15 06:44:18,044 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpvz__8axk.mp4', total_frames=17, video_fps=2.0, time=0.034s
2025-11-15 06:44:31,123 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpiuc1edn7.mp4', total_frames=16, video_fps=2.0, time=0.036s
2025-11-15 06:44:47,054 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpcbpmvdkp.mp4', total_frames=17, video_fps=2.0, time=0.042s
2025-11-15 06:44:59,810 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptrw4zve4.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:45:12,308 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpc77uu1_r.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 06:45:24,816 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8tagj30p.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 06:45:37,321 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpci9w3fxm.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 06:45:49,847 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp61o1ajnl.mp4', total_frames=16, video_fps=2.0, time=0.048s
2025-11-15 06:46:02,479 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpbpprwno6.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 06:46:15,119 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpwjm_tl7h.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 06:46:27,637 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5mp357_1.mp4', total_frames=17, video_fps=2.0, time=0.041s
2025-11-15 06:46:40,112 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp0kbiicxj.mp4', total_frames=16, video_fps=2.0, time=0.045s
2025-11-15 06:46:52,562 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1lb5zzrn.mp4', total_frames=17, video_fps=2.0, time=0.036s
2025-11-15 06:47:04,969 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1mtrogzx.mp4', total_frames=16, video_fps=2.0, time=0.028s
2025-11-15 06:47:17,505 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpb766xzc3.mp4', total_frames=17, video_fps=2.0, time=0.028s
2025-11-15 06:47:29,953 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpf4lvsc8y.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 06:47:42,439 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpyc2ngo92.mp4', total_frames=17, video_fps=2.0, time=0.032s
2025-11-15 06:47:54,921 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp4pu6euhq.mp4', total_frames=16, video_fps=2.0, time=0.037s
2025-11-15 06:48:07,371 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp4r9tim9c.mp4', total_frames=17, video_fps=2.0, time=0.033s
2025-11-15 06:48:19,856 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfib3v_nq.mp4', total_frames=16, video_fps=2.0, time=0.052s
2025-11-15 06:48:32,487 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp_6ik9iey.mp4', total_frames=17, video_fps=2.0, time=0.054s
2025-11-15 06:48:45,101 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzg6_80jb.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 06:48:57,633 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpeggognfx.mp4', total_frames=17, video_fps=2.0, time=0.042s
2025-11-15 06:49:10,125 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzk9_80ws.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 06:49:22,595 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpczvfff3n.mp4', total_frames=17, video_fps=2.0, time=0.031s
2025-11-15 06:49:35,186 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpiazwcwsy.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 06:49:47,779 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfkpx7ahs.mp4', total_frames=17, video_fps=2.0, time=0.058s
2025-11-15 06:50:00,267 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpty1xbagn.mp4', total_frames=16, video_fps=2.0, time=0.029s
2025-11-15 06:50:12,844 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpt_980c9h.mp4', total_frames=17, video_fps=2.0, time=0.047s
2025-11-15 06:50:25,348 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpoy420374.mp4', total_frames=16, video_fps=2.0, time=0.035s
2025-11-15 06:50:37,853 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpq90yll80.mp4', total_frames=17, video_fps=2.0, time=0.049s
2025-11-15 06:50:50,321 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpdgltkh5g.mp4', total_frames=16, video_fps=2.0, time=0.028s
2025-11-15 06:51:02,847 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3jyrw10s.mp4', total_frames=17, video_fps=2.0, time=0.060s
2025-11-15 06:51:15,322 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpof7vnpyd.mp4', total_frames=16, video_fps=2.0, time=0.022s
2025-11-15 06:51:27,876 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp2v2bacsy.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 06:51:40,296 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpixhmoqaf.mp4', total_frames=16, video_fps=2.0, time=0.032s
2025-11-15 06:51:52,774 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprkb2_l0l.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 06:52:05,270 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1yk18yl7.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 06:52:17,818 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1mgg4kx6.mp4', total_frames=17, video_fps=2.0, time=0.044s
2025-11-15 06:52:30,297 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpxtxfr174.mp4', total_frames=16, video_fps=2.0, time=0.029s
2025-11-15 06:52:42,774 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3yefmhai.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 06:52:55,236 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzksfbbeu.mp4', total_frames=16, video_fps=2.0, time=0.035s
2025-11-15 06:53:07,836 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmphxete1cu.mp4', total_frames=17, video_fps=2.0, time=0.035s
2025-11-15 06:53:20,386 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpa706aqw8.mp4', total_frames=16, video_fps=2.0, time=0.054s
2025-11-15 06:53:32,983 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqq1nlyl3.mp4', total_frames=17, video_fps=2.0, time=0.065s
2025-11-15 06:53:45,581 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp0lb3tfjo.mp4', total_frames=16, video_fps=2.0, time=0.053s
2025-11-15 06:53:58,145 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7lfh3ofv.mp4', total_frames=17, video_fps=2.0, time=0.047s
2025-11-15 06:54:10,964 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfp3w6x32.mp4', total_frames=16, video_fps=2.0, time=0.049s
2025-11-15 06:54:23,968 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpa75wlqfx.mp4', total_frames=17, video_fps=2.0, time=0.077s
2025-11-15 06:54:37,067 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3zp4yfq2.mp4', total_frames=16, video_fps=2.0, time=0.061s
2025-11-15 06:54:50,287 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpy_izu6_m.mp4', total_frames=17, video_fps=2.0, time=0.057s
2025-11-15 06:55:03,279 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpq5e2y2av.mp4', total_frames=16, video_fps=2.0, time=0.047s
2025-11-15 06:55:16,138 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpz711rldp.mp4', total_frames=17, video_fps=2.0, time=0.052s
2025-11-15 06:55:28,881 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptvmwvq_1.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:55:41,418 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpbcjyrck9.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 06:55:53,981 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpxciyp7lt.mp4', total_frames=16, video_fps=2.0, time=0.034s
2025-11-15 06:56:06,655 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfwyfbnd6.mp4', total_frames=17, video_fps=2.0, time=0.045s
2025-11-15 06:56:19,313 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpszrk8jav.mp4', total_frames=16, video_fps=2.0, time=0.029s
2025-11-15 06:56:31,958 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1h4vmmfq.mp4', total_frames=17, video_fps=2.0, time=0.056s
2025-11-15 06:56:44,527 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp4wqdmfsi.mp4', total_frames=16, video_fps=2.0, time=0.047s
2025-11-15 06:56:57,039 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpn1u6vbbk.mp4', total_frames=17, video_fps=2.0, time=0.034s
2025-11-15 06:57:09,732 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfdjk4lrl.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 06:57:22,190 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqylcw86x.mp4', total_frames=17, video_fps=2.0, time=0.032s
2025-11-15 06:57:34,723 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpx4hlgqse.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 06:57:47,321 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqfk96gl2.mp4', total_frames=17, video_fps=2.0, time=0.050s
2025-11-15 06:57:59,828 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8cix9icn.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 06:58:12,373 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqlk8zrhd.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 06:58:25,010 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzlg4yaid.mp4', total_frames=16, video_fps=2.0, time=0.048s
2025-11-15 06:58:37,623 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8aabycjf.mp4', total_frames=17, video_fps=2.0, time=0.042s
2025-11-15 06:58:50,197 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpf79qi6xd.mp4', total_frames=16, video_fps=2.0, time=0.036s
2025-11-15 06:59:02,767 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5nfwikkc.mp4', total_frames=17, video_fps=2.0, time=0.035s
2025-11-15 06:59:15,236 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprnuzkvb3.mp4', total_frames=16, video_fps=2.0, time=0.036s
2025-11-15 06:59:27,858 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6o7po_gj.mp4', total_frames=17, video_fps=2.0, time=0.045s
2025-11-15 06:59:40,444 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6ri_n1zb.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:59:53,036 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpns_ihwd_.mp4', total_frames=17, video_fps=2.0, time=0.033s
2025-11-15 07:00:05,606 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqacir36l.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 07:00:18,133 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpdibunhss.mp4', total_frames=17, video_fps=2.0, time=0.042s
2025-11-15 07:00:30,638 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpuonw2jgq.mp4', total_frames=16, video_fps=2.0, time=0.034s
2025-11-15 07:00:43,238 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6eag18vm.mp4', total_frames=17, video_fps=2.0, time=0.048s
2025-11-15 07:00:55,747 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpgo0ajzkc.mp4', total_frames=16, video_fps=2.0, time=0.048s
2025-11-15 07:01:08,394 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpyq35lkk8.mp4', total_frames=17, video_fps=2.0, time=0.036s
2025-11-15 07:01:21,018 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzfr2q5c7.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 07:01:33,616 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprck6v3xb.mp4', total_frames=17, video_fps=2.0, time=0.037s
2025-11-15 07:01:46,177 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqamrjwz_.mp4', total_frames=16, video_fps=2.0, time=0.053s
2025-11-15 07:01:58,723 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp99g2ckg6.mp4', total_frames=17, video_fps=2.0, time=0.045s
2025-11-15 07:02:11,160 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpdjhipokl.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 07:02:23,616 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpm98n3u5a.mp4', total_frames=17, video_fps=2.0, time=0.041s
2025-11-15 07:02:36,055 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpk8xq7m9c.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 07:02:48,490 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpej218eps.mp4', total_frames=17, video_fps=2.0, time=0.024s
2025-11-15 07:03:01,037 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzr8i00ge.mp4', total_frames=16, video_fps=2.0, time=0.037s
2025-11-15 07:03:13,624 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpu5f86b3m.mp4', total_frames=17, video_fps=2.0, time=0.044s
2025-11-15 07:03:26,134 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpljpg9ez3.mp4', total_frames=16, video_fps=2.0, time=0.036s
2025-11-15 07:03:38,620 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmph47io0df.mp4', total_frames=17, video_fps=2.0, time=0.034s
2025-11-15 07:03:51,113 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3iq5qtoo.mp4', total_frames=16, video_fps=2.0, time=0.047s
2025-11-15 07:04:03,684 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpiwpfv3a1.mp4', total_frames=17, video_fps=2.0, time=0.033s
2025-11-15 07:04:16,264 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1osxffni.mp4', total_frames=16, video_fps=2.0, time=0.037s
2025-11-15 07:04:28,884 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp4bjbft2y.mp4', total_frames=17, video_fps=2.0, time=0.055s
2025-11-15 07:04:41,506 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprr8zeg1b.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 07:04:54,171 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp519nfr9z.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 07:05:06,687 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp116rr1is.mp4', total_frames=16, video_fps=2.0, time=0.042s
2025-11-15 07:05:19,202 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpf6_hw9my.mp4', total_frames=17, video_fps=2.0, time=0.033s
2025-11-15 07:05:31,807 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpy8y1p704.mp4', total_frames=16, video_fps=2.0, time=0.034s
2025-11-15 07:05:44,272 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpog_emlk8.mp4', total_frames=17, video_fps=2.0, time=0.034s
2025-11-15 07:05:56,660 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpj_9z9kda.mp4', total_frames=16, video_fps=2.0, time=0.032s
2025-11-15 07:06:09,195 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprfmq0w1i.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 07:06:21,731 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp96kedmia.mp4', total_frames=16, video_fps=2.0, time=0.044s
2025-11-15 07:06:34,247 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpjd6kubwg.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 07:06:46,716 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp10f94ghx.mp4', total_frames=16, video_fps=2.0, time=0.040s
2025-11-15 07:06:59,337 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp2_3kb6bz.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 07:07:11,919 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpdlaw6_be.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 07:07:24,412 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5014jj0w.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 07:07:36,863 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpy3ca277n.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 07:07:49,376 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp0q4e402e.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 07:08:01,978 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpv42fhu4f.mp4', total_frames=16, video_fps=2.0, time=0.042s
2025-11-15 07:08:14,485 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptrab3c9p.mp4', total_frames=17, video_fps=2.0, time=0.044s
2025-11-15 07:08:26,890 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpo4dvqq2l.mp4', total_frames=16, video_fps=2.0, time=0.034s
2025-11-15 07:08:39,486 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmph973ukjl.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 07:08:51,900 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfdiur6e0.mp4', total_frames=16, video_fps=2.0, time=0.036s
2025-11-15 07:09:04,476 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpc91p6ncl.mp4', total_frames=17, video_fps=2.0, time=0.053s
2025-11-15 07:09:16,911 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpww9ij0vq.mp4', total_frames=16, video_fps=2.0, time=0.038s
2025-11-15 07:09:29,504 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpo9mmxuf8.mp4', total_frames=17, video_fps=2.0, time=0.041s
2025-11-15 07:09:42,069 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpp_azndwf.mp4', total_frames=16, video_fps=2.0, time=0.050s
2025-11-15 07:09:54,620 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprjlaqqrt.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 07:10:07,215 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp45kx42gq.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 07:10:19,812 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpw19txb8u.mp4', total_frames=17, video_fps=2.0, time=0.041s
2025-11-15 07:10:32,385 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmppy3kweio.mp4', total_frames=16, video_fps=2.0, time=0.050s
2025-11-15 07:10:44,912 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5kj3l8lz.mp4', total_frames=17, video_fps=2.0, time=0.035s
2025-11-15 07:10:57,660 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsi09dc7x.mp4', total_frames=16, video_fps=2.0, time=0.032s
2025-11-15 07:11:10,293 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp84_uply_.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 07:11:22,850 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfph5ldv7.mp4', total_frames=16, video_fps=2.0, time=0.038s
2025-11-15 07:11:35,356 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9beurl5k.mp4', total_frames=17, video_fps=2.0, time=0.051s
2025-11-15 07:11:47,879 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpdu32l062.mp4', total_frames=16, video_fps=2.0, time=0.050s
2025-11-15 07:12:00,329 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp73fseb1m.mp4', total_frames=17, video_fps=2.0, time=0.057s
2025-11-15 07:12:12,780 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3zmrbue3.mp4', total_frames=16, video_fps=2.0, time=0.047s
2025-11-15 07:12:25,336 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpirmrq7sf.mp4', total_frames=17, video_fps=2.0, time=0.041s
